012 ನಕುಲವಾಕ್ಯಃ 	 12_shAMtiparva/084_rAjadharma-parva/012/
012 ಯುಧಿಷ್ಠಿರಕೃಷ್ಣಸಂವಾದಃ 	 10_sauptikaparva/079_aishIka-parva/012/
012 ವಾಸುದೇವಾಗಮನಃ 	 02_Sabhaparva/021_maMtra-parva/012/
012 ಶಲ್ಯಯುದ್ಧಃ 	 09_shalyaparva/074_shalyavadha-parva/012/
012 ಶಾಕದ್ವೀಪವರ್ಣನಃ 	 06_bhIshmaparva/062_bhUmi-parva/012/
012 ಸಮಯಪಾಲನೇ ಜೀಮೂತವಧಃ 	 04_virATaparva/045_vairATa-parva/012/
012 ಸರ್ಪಸತ್ರಪಸ್ತಾವನಃ 	 01_Adiparva/004_paulOma-parva/012/
012 ಸ್ವಯಂವರ ಪರ್ವ 	 01_Adiparva/012_svayaMvar4a-parva/
012: ಕೃಷ್ಣಧರ್ಮಸಂವಾದಃ 	 14_ashvamEdhikaparva/89_ashvamEdhika-parva/012/
012: ಗಾಲವೋತ್ಪತ್ತಿಃ 	 19_harivaMsha/96_harivaMsha-parva/012/
012: ಧೃತರಾಷ್ಟ್ರೋಪದೇಶಃ 	 15_AshramavAsikaparva/90_AshramavAsa-parva/012/
012: ಭಂಗಸ್ವನೋಪಾಖ್ಯಾನಃ 	 13_anushAsanaparva/87_dAnadharma-parva/012/
013 ಅಭಿಮನ್ಯುಪರಾಕ್ರಮಃ 	 07_drONaparva/065_drONAbhishEka-parva/013/
013 ಉತ್ತರದ್ವೀಪಾದಿಸಂಸ್ಥಾನ ವರ್ಣನಃ 	 06_bhIshmaparva/062_bhUmi-parva/013/
013 ಉಪಶ್ರುತಿಯಾಚನಃ 	 05_udyOgaparva/049_udyOga-parva/013/
013 ಕೀಚಕಕೃಷ್ಣಾಸಂವಾದಃ 	 04_virATaparva/046_kIchakavadha-parva/013/
013 ಕೃಷ್ಣವಾಕ್ಯಃ 	 02_Sabhaparva/021_maMtra-parva/013/
013 ಗಾಂಧಾರೀಸಾಂತ್ವನಾ 	 11_strIparva/081_strI-parva/013/
013 ಜರತ್ಕಾರುತತ್ಪಿತೃಸಂವಾದಃ 	 01_Adiparva/005_AstIka-parva/013/
013 ದಂಡವಧಃ 	 08_karNaparva/073_karNavadha-parva/013/
013 ದ್ರೌಪದ್ಯಾಶ್ವಾಸನಃ 	 03_aranyakaparva/031_kairAta-parva/013/
013 ಬ್ರಹ್ಮಶಿರೋಸ್ತ್ರತ್ಯಾಗಃ 	 10_sauptikaparva/079_aishIka-parva/013/
013 ವೈವಾಹಿಕ ಪರ್ವ 	 01_Adiparva/013_vaivAhika-parva/
013 ಸಂಕುಲಯುದ್ಧಃ 	 09_shalyaparva/074_shalyavadha-parva/013/
013 ಸಹದೇವವಾಕ್ಯಃ 	 12_shAMtiparva/084_rAjadharma-parva/013/
013: ಕೃಷ್ಣಧರ್ಮಸಂವಾದಃ 	 14_ashvamEdhikaparva/89_ashvamEdhika-parva/013/
